update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
72,147456,373.0909549251009,398,0.6875,0.46351240544347894,0.0,1.0,411.25,314.1284570044554,83.0,1107.0,1.910242110490799,0.21997134760022163,0.0223132842220366,0.00525575561914593,0.03596185653236961,1.0,0.0,1.0,1.0
73,149504,369.41528606507626,404,0.75,0.4330127018922193,0.0,1.0,497.25,317.51643658242324,103.0,1107.0,1.913699522614479,0.23485285602509975,0.00916350563056767,0.006619677384151146,0.04439387463234645,1.0,0.0,1.0,1.0
74,151552,366.53682709737365,409,0.75,0.4330127018922193,0.0,1.0,493.125,346.84522394722404,124.0,1170.0,1.8935854136943817,0.2824680991470814,-0.017205746145918965,0.0121306914370507,0.06037859515279886,1.0,0.0,1.0,1.0
75,153600,368.0112973045388,415,0.75,0.4330127018922193,0.0,1.0,386.6875,328.7085941130076,62.0,1170.0,1.8989899009466171,0.2736203111708164,0.0038245755422394723,0.012596676242537796,0.05781972598161618,1.0,0.0,1.0,1.0
76,155648,369.1366173420758,421,0.75,0.4330127018922193,0.0,1.0,259.25,205.06447156930915,62.0,822.0,1.8905823230743408,0.30742939561605453,-0.005144694994669408,0.010497876559384167,0.05656220980723621,1.0,0.0,1.0,1.0
77,157696,367.9896986090012,426,0.625,0.4841229182759271,0.0,1.0,291.0,235.14782584578577,27.0,822.0,1.9006664603948593,0.2716665416955948,0.028632770525291562,0.005208823247812688,0.059719552608980736,1.0,0.0,1.0,1.0
78,159744,367.8190477507694,432,0.5625,0.49607837082461076,0.0,1.0,322.125,247.71729728664488,27.0,822.0,1.9096113294363022,0.27670859172940254,0.019600637460825965,0.005871917121112347,0.04824479386546388,1.0,0.0,1.0,1.0
79,161792,366.10926676066526,437,0.625,0.4841229182759271,0.0,1.0,405.4375,273.8564790063401,27.0,877.0,1.9157796204090118,0.22053764201700687,0.04152916371822357,0.0010340112494304776,0.027913388387024035,1.0,0.0,1.0,1.0
80,163840,361.04900506283667,443,0.625,0.4841229182759271,0.0,1.0,410.5625,257.80248465394976,33.0,877.0,1.9253298342227936,0.20246135629713535,0.023727592080831528,0.0042281767091481015,0.0314372269752517,1.0,0.0,1.0,1.0
81,165888,369.3494147315125,449,0.6875,0.46351240544347894,0.0,1.0,432.1875,244.46554428743124,83.0,877.0,1.912731647491455,0.20783744007349014,0.01596186263486743,0.004818583460291848,0.04230115489247317,1.0,0.0,1.0,1.0
82,167936,366.8699397295153,454,0.6875,0.46351240544347894,0.0,1.0,382.1875,209.92981528060753,58.0,877.0,1.9110428094863892,0.17240563593804836,0.009204825721099041,0.005686308024451137,0.03598819889456703,1.0,0.0,1.0,1.0
83,169984,368.8684584878331,460,0.75,0.4330127018922193,0.0,1.0,375.625,295.7481772978491,58.0,1264.0,1.9103125482797623,0.17314961925148964,-0.005782314998214133,0.0072471185703761876,0.048133676197843714,1.0,0.0,1.0,1.0
84,172032,368.33562963832,465,0.6875,0.46351240544347894,0.0,1.0,371.5625,299.74571905825445,58.0,1264.0,1.9130647629499435,0.166213471442461,-0.0008871640311554074,0.0069986688904464245,0.04985163714412775,1.0,0.0,1.0,1.0
85,174080,361.78299947260984,471,0.8125,0.3903123748998999,0.0,1.0,310.4375,319.6529306822479,47.0,1264.0,1.9051328897476196,0.19691593199968338,-0.01848938560578972,0.011126624420285225,0.053449600566425844,1.0,0.0,1.0,1.0
86,176128,370.8067370787545,476,0.75,0.4330127018922193,0.0,1.0,319.625,313.8855036076053,47.0,1236.0,1.9173368513584137,0.19185000099241734,0.01142920320853591,0.007330054824706167,0.038976547719233215,1.0,0.0,1.0,1.0
87,178176,374.60411553070776,482,0.6875,0.46351240544347894,0.0,1.0,395.625,358.5508811521734,47.0,1236.0,1.9191578775644302,0.16683094203472137,0.012885121162980795,0.004735633701784536,0.04106598335044792,1.0,0.0,1.0,1.0
88,180224,365.78860800406073,488,0.6875,0.46351240544347894,0.0,1.0,424.875,347.5341485019853,77.0,1236.0,1.9229640513658524,0.16210326738655567,0.006332584220217541,0.0046753366477787495,0.03651424235419373,1.0,0.0,1.0,1.0
89,182272,367.4269464761798,493,0.75,0.4330127018922193,0.0,1.0,450.6875,353.8754580975488,63.0,1126.0,1.9067099690437317,0.17860990576446056,0.003324778866954148,0.004565610492136329,0.03574488991837381,1.0,0.0,1.0,1.0
90,184320,364.6051909902697,499,0.9375,0.24206145913796356,0.0,1.0,460.3125,320.7276334271028,63.0,1089.0,1.899112269282341,0.22597788646817207,-0.019207665172871202,0.011009132838808,0.0622791136007738,1.0,0.0,1.0,1.0
91,186368,365.8774936561939,504,0.9375,0.24206145913796356,0.0,1.0,364.0625,244.443876163323,97.0,934.0,1.8937142044305801,0.2105672750622034,-0.0012283622490940616,0.01084219478070736,0.057554910516008584,1.0,0.0,1.0,1.0
92,188416,367.2254003920236,510,0.75,0.4330127018922193,0.0,1.0,295.5625,262.3573347435707,59.0,934.0,1.8898970484733582,0.18979408964514732,0.002358677127631381,0.005813093448523432,0.05345051200910263,1.0,0.0,1.0,1.0
93,190464,367.186549157527,516,0.75,0.4330127018922193,0.0,1.0,259.125,222.54799341939707,59.0,934.0,1.8983418494462967,0.2448412012308836,-0.01544550433754921,0.013407025136984885,0.06871913017550906,1.0,0.0,1.0,1.0
94,192512,366.2624201107997,521,0.75,0.4330127018922193,0.0,1.0,240.75,211.0774443184302,73.0,934.0,1.913378044962883,0.19921579211950302,0.011411923391278833,0.0048139219579752535,0.03693014268597477,1.0,0.0,1.0,1.0
95,194560,368.9497669134583,527,0.5625,0.49607837082461076,0.0,1.0,221.9375,117.74414462617663,73.0,473.0,1.8857451230287552,0.2416246272623539,0.0009697324203443713,0.011760037043131888,0.056959917649501396,1.0,0.0,1.0,1.0
96,196608,365.00524808456834,532,0.5625,0.49607837082461076,0.0,1.0,248.1875,124.98910890053581,93.0,473.0,1.888603538274765,0.23809233494102955,0.008558387722587213,0.009047221683431417,0.05374371704742576,1.0,0.0,1.0,1.0
97,198656,366.4542179585606,538,0.5625,0.49607837082461076,0.0,1.0,354.5625,279.3389448210722,96.0,1335.0,1.8968216329813004,0.21064496599137783,-0.003087611112277955,0.006797226204071194,0.04505852958427485,1.0,0.0,1.0,1.0
98,200704,364.0537533909916,544,0.8125,0.3903123748998999,0.0,1.0,308.875,285.5104803242781,71.0,1335.0,1.8851308822631836,0.29461104422807693,-0.040899374056607485,0.018032055348157883,0.11038857646276243,1.0,0.0,1.0,1.0
99,202752,368.26647982538117,549,0.875,0.33071891388307384,0.0,1.0,294.8125,194.84423867220195,71.0,766.0,1.914035052061081,0.222805293276906,0.016878384805750102,0.004707694984972477,0.052750261765978086,1.0,0.0,1.0,1.0
100,204800,363.5745239909799,555,0.8125,0.3903123748998999,0.0,1.0,363.9375,279.88802867173507,49.0,1039.0,1.8841961473226547,0.27439310774207115,-0.03318837587721646,0.012265688739717007,0.06910429408989291,1.0,0.0,1.0,1.0
101,206848,366.1062240364674,560,0.8125,0.3903123748998999,0.0,1.0,216.9375,157.05471528658413,49.0,698.0,1.8751502633094788,0.28580518439412117,-0.023403569124639034,0.014337621629238129,0.056985201969926166,1.0,0.0,1.0,1.0
102,208896,362.62400408506016,566,0.8125,0.3903123748998999,0.0,1.0,248.375,216.40381090683223,55.0,981.0,1.8726646453142166,0.3295789808034897,-0.010901865462074056,0.014230266562663019,0.05846184249699811,1.0,0.0,1.0,1.0
103,210944,363.5653526606541,572,0.9375,0.24206145913796356,0.0,1.0,198.6875,222.39231066687086,31.0,981.0,1.850593462586403,0.37523723393678665,-0.01322713330591796,0.014218930155038834,0.07135153177312042,1.0,0.0,1.0,1.0
104,212992,361.6645229915972,577,0.875,0.33071891388307384,0.0,1.0,117.8125,68.82969812333917,23.0,267.0,1.8072472959756851,0.4227447472512722,-0.01968826439406257,0.01621661300305277,0.09757886364096559,1.0,0.0,1.0,1.0
105,215040,368.99864526206215,583,0.9375,0.24206145913796356,0.0,1.0,199.625,188.4316437730139,59.0,729.0,1.8359586298465729,0.41302721574902534,-0.022616671049036086,0.014523482648655772,0.08503507066859278,1.0,0.0,1.0,1.0
106,217088,360.24428657227634,589,0.8,0.4,0.0,1.0,158.75,214.19170735581713,17.0,1035.0,1.802026093006134,0.4909275434911251,-0.03158275689929724,0.014361807378008962,0.07843476726313708,1.0,0.0,1.0,1.0
107,219136,360.3790390711329,594,1.0,0.0,1.0,1.0,115.5,61.136118620664824,40.0,239.0,1.8061266243457794,0.48074355721473694,-0.003362313029356301,0.011198228225111961,0.07568506084847477,1.0,0.0,1.0,1.0
108,221184,359.13740275204196,600,0.8421052631578947,0.36464227527765836,0.0,1.0,167.89473684210526,232.0700653584108,35.0,1134.0,1.7783284038305283,0.5013221502304077,-0.034721710719168186,0.015503880102187395,0.11193868099346743,1.0,0.0,1.0,1.0
109,223232,365.5889481491759,606,1.0,0.0,1.0,1.0,93.66666666666667,54.199220986611564,27.0,252.0,1.780055657029152,0.4900749586522579,0.00519312615506351,0.009194500104058534,0.0771183894811322,1.0,0.0,1.0,1.0
110,225280,361.2862473807599,611,1.0,0.0,1.0,1.0,89.1,47.506736364435724,13.0,200.0,1.7442619055509567,0.5328155755996704,-0.027657935745082796,0.011649462976492941,0.07056056189909983,1.0,0.0,1.0,1.0
111,227328,364.45527573606313,617,0.8695652173913043,0.33678116053977536,0.0,1.0,127.04347826086956,155.4766802759849,33.0,770.0,1.7107401937246323,0.5463119074702263,-0.0015609038819093257,0.01252720644697547,0.08685452264658393,1.0,0.0,1.0,1.0
112,229376,359.81818914483506,623,0.8260869565217391,0.37903469074266727,0.0,1.0,93.04347826086956,50.25195497894633,34.0,200.0,1.7831990867853165,0.527154304087162,-0.0038797896704636514,0.014501157100312412,0.09126576515885532,1.0,0.0,1.0,1.0
113,231424,363.52285666307347,628,0.8947368421052632,0.30689220499185793,0.0,1.0,92.26315789473684,52.84121408348955,16.0,215.0,1.7343964725732803,0.5678774863481522,0.026639031944796443,0.008316381834447384,0.08877490341780807,1.0,0.0,1.0,1.0
114,233472,358.19428806279046,634,0.85,0.3570714214271425,0.0,1.0,101.0,58.944041259486106,36.0,279.0,1.7542993426322937,0.5257017612457275,0.01416639145463705,0.009057726012542844,0.061190300172276745,1.0,0.0,1.0,1.0
115,235520,361.6872739595222,640,1.0,0.0,1.0,1.0,79.375,45.053498291845585,19.0,177.0,1.7276115715503693,0.5477077960968018,-0.0073509649955667555,0.009351134765893221,0.05887638735374472,1.0,0.0,1.0,1.0
116,237568,364.6716875703532,645,1.0,0.0,1.0,1.0,92.38888888888889,38.511381995585104,31.0,167.0,1.7554636597633362,0.5211439728736877,0.0019460172625258565,0.009019881719723344,0.05484150866074509,1.0,0.0,1.0,1.0
117,239616,357.8407032693975,651,0.9545454545454546,0.20829889522526546,0.0,1.0,89.86363636363636,47.39897913605836,20.0,178.0,1.7681699693202972,0.5098567195236683,0.012945363676408306,0.009148369426839054,0.06670521746051616,1.0,0.0,1.0,1.0
118,241664,363.805221182553,657,0.8333333333333334,0.37267799624996495,0.0,1.0,116.54166666666667,154.21818395989783,18.0,824.0,1.7564978152513504,0.5746528431773186,-0.017606200650334358,0.015802085283212364,0.08785559895839079,1.0,0.0,1.0,1.0
119,243712,360.0532728651602,662,1.0,0.0,1.0,1.0,92.55,53.27614381690927,22.0,222.0,1.7852088660001755,0.5564564019441605,0.004969864152371883,0.00804091029567644,0.06137084799588387,1.0,0.0,1.0,1.0
120,245760,366.3301787615327,668,0.8333333333333334,0.37267799624996495,0.0,1.0,109.94444444444444,50.63208493328472,30.0,267.0,1.7819495797157288,0.5442361831665039,0.003302710741991177,0.011761328903958201,0.07680432087042932,1.0,0.0,1.0,1.0
121,247808,357.1694068227527,674,0.9375,0.24206145913796356,0.0,1.0,100.25,52.09066615047268,15.0,210.0,1.8120401501655579,0.5349520146846771,0.020678077125921845,0.010169561312068254,0.06098694107608153,1.0,0.0,1.0,1.0
122,249856,361.57697217852376,679,0.9375,0.24206145913796356,0.0,1.0,155.0625,85.62087125082294,49.0,390.0,1.8100488930940628,0.5404745787382126,0.017215750413015485,0.009139239671640098,0.06382107750199473,1.0,0.0,1.0,1.0
123,251904,362.30371886299537,685,1.0,0.0,1.0,1.0,102.6875,60.312435233125846,33.0,284.0,1.8077207654714584,0.5266963839530945,0.003033601213246584,0.008346013259142637,0.06554456981593468,1.0,0.0,1.0,1.0
124,253952,356.17346999109935,691,1.0,0.0,1.0,1.0,133.64705882352942,191.7369341131598,14.0,878.0,1.8294453024864197,0.4751730300486088,0.025552280247211456,0.0068032750859856606,0.055580742687227,1.0,0.0,1.0,1.0
125,256000,352.4854451742467,697,0.9375,0.24206145913796356,0.0,1.0,147.1875,135.7328344349664,26.0,587.0,1.8094000667333603,0.550767108798027,-0.006642193737206981,0.010544141754508018,0.07529778584974944,1.0,0.0,1.0,1.0
126,258048,360.1725987070167,702,0.9375,0.24206145913796356,0.0,1.0,111.8125,75.27301869694081,19.0,343.0,1.8108491152524948,0.5175035484135151,0.025740916840732098,0.00777309900149703,0.05939771632856284,1.0,0.0,1.0,1.0
127,260096,355.1198729694709,708,0.9375,0.24206145913796356,0.0,1.0,148.1875,82.9225683619966,14.0,343.0,1.78544782102108,0.5218568220734596,0.0034917364828288555,0.012713379110209644,0.07990863687148395,1.0,0.0,1.0,1.0
128,262144,361.660883711415,714,0.8333333333333334,0.37267799624996495,0.0,1.0,145.5,199.6973404374174,21.0,943.0,1.810643345117569,0.48240121454000473,-0.000578584527829662,0.009927232400514185,0.05874275169847625,1.0,0.0,1.0,1.0
129,264192,362.5074239469248,719,0.9090909090909091,0.28747978728803447,0.0,1.0,113.13636363636364,77.36354289066034,24.0,272.0,1.791308879852295,0.5137979388237,-0.015259204898029566,0.012483732774853706,0.07353536628812748,1.0,0.0,1.0,1.0
130,266240,365.4545943884722,725,0.9375,0.24206145913796356,0.0,1.0,86.625,51.28215454717167,23.0,190.0,1.8510317206382751,0.4736199416220188,0.023783985729096457,0.008886639843694866,0.06587137942129116,1.0,0.0,1.0,1.0
131,268288,363.0497489717985,731,1.0,0.0,1.0,1.0,133.47058823529412,58.64962529047225,42.0,277.0,1.8279323875904083,0.48656777292490005,0.0033630177786108106,0.00900691223796457,0.05614586748128876,1.0,0.0,1.0,1.0
132,270336,365.70691181960115,736,1.0,0.0,1.0,1.0,91.22222222222223,49.726536125711874,21.0,202.0,1.8649927973747253,0.42333725467324257,0.01811039203312248,0.006464958074502647,0.058456412027193316,1.0,0.0,1.0,1.0
133,272384,360.4112609950397,742,1.0,0.0,1.0,1.0,107.625,79.07502371166258,19.0,370.0,1.839377999305725,0.4611468054354191,0.01573121512774378,0.006763475539628416,0.06400814556409867,1.0,0.0,1.0,1.0
134,274432,359.3623663242351,748,1.0,0.0,1.0,1.0,93.8125,62.23365121660467,19.0,231.0,1.8423874229192734,0.4501168467104435,0.009951178595656529,0.007938664581160992,0.06292235126160789,1.0,0.0,1.0,1.0
135,276480,365.25135403407245,753,1.0,0.0,1.0,1.0,128.5,67.07551714299339,36.0,266.0,1.8490198701620102,0.43788595497608185,0.01335848483722657,0.008393818279728293,0.07119082632167156,1.0,0.0,1.0,1.0
136,278528,361.1785894561034,759,0.95,0.21794494717703372,0.0,1.0,115.55,112.22498607707642,13.0,564.0,1.8086659908294678,0.46448273211717606,-0.02868968457914889,0.011103566852398217,0.06534230171954672,1.0,0.0,1.0,1.0
137,280576,365.3189255101809,765,1.0,0.0,1.0,1.0,156.125,215.0987781810952,31.0,962.0,1.823077842593193,0.48922914639115334,0.0008512836648151278,0.009387136495206505,0.07401126946521071,1.0,0.0,1.0,1.0
138,282624,363.1908624373058,770,1.0,0.0,1.0,1.0,129.55555555555554,78.11261259818147,33.0,337.0,1.8124306052923203,0.4879784658551216,-0.008252623025327921,0.008856219938024879,0.07842202531966311,1.0,0.0,1.0,1.0
139,284672,365.38462584201807,776,0.8421052631578947,0.36464227527765836,0.0,1.0,130.68421052631578,197.80241407488032,20.0,950.0,1.8261489272117615,0.46727536618709564,0.008853066014125943,0.00958564440952614,0.07011098173518791,1.0,0.0,1.0,1.0
140,286720,363.1736798123997,781,0.9411764705882353,0.23529411764705885,0.0,1.0,95.6470588235294,49.269894371202795,32.0,200.0,1.8415088802576065,0.4197459779679775,0.011098543007392436,0.010074490623082966,0.07588569310888046,1.0,0.0,1.0,1.0
141,288768,364.2059017917032,787,0.9411764705882353,0.23529411764705885,0.0,1.0,92.41176470588235,48.05396332253417,16.0,185.0,1.8355798870325089,0.3918919041752815,0.0052523387130349874,0.008349015028215945,0.06621287934778194,1.0,0.0,1.0,1.0
142,290816,367.02871720350186,793,0.9375,0.24206145913796356,0.0,1.0,94.3125,45.16320231947686,24.0,171.0,1.8390311002731323,0.3779420480132103,0.0046201950463000685,0.008354546618647873,0.07024863415908739,1.0,0.0,1.0,1.0
143,292864,367.7233760790398,798,0.9375,0.24206145913796356,0.0,1.0,113.625,47.47219580975795,40.0,192.0,1.8411355465650558,0.38944587484002113,-0.0019087168921032571,0.006430223991628736,0.06549844641696799,1.0,0.0,1.0,1.0
144,294912,358.7306065061532,804,1.0,0.0,1.0,1.0,102.0909090909091,96.5876470037396,36.0,505.0,1.8213833421468735,0.4417850449681282,-0.02200667094439268,0.008876961539499462,0.06693147400632563,1.0,0.0,1.0,1.0
145,296960,366.16406005460277,810,0.9473684210526315,0.22329687826943603,0.0,1.0,80.3157894736842,37.66899134018931,27.0,168.0,1.842044860124588,0.44904759898781776,0.0011304125073365867,0.007861525868065655,0.07899248231028658,1.0,0.0,1.0,1.0
146,299008,361.20190204735337,815,1.0,0.0,1.0,1.0,150.55,238.8559136801934,31.0,1162.0,1.8183931708335876,0.5319612175226212,-0.014686104143038392,0.007337690505664796,0.08348626291480729,1.0,0.0,1.0,1.0
147,301056,359.63018649081414,821,1.0,0.0,1.0,1.0,163.625,254.89038698036455,21.0,1138.0,1.840082660317421,0.4748753644526005,0.001439823565306142,0.008824237564112991,0.06476469169261731,1.0,0.0,1.0,1.0
148,303104,364.99159990293447,827,0.75,0.4330127018922193,0.0,1.0,207.125,245.2913764790764,56.0,1138.0,1.8406648933887482,0.44665518030524254,0.03677361202426255,0.009057766757905483,0.07234749605367399,1.0,0.0,1.0,1.0
149,305152,361.60190408636413,832,0.875,0.33071891388307384,0.0,1.0,114.75,63.35761595893583,20.0,232.0,1.8358720242977142,0.43245379999279976,0.018514640629291534,0.006560509034898132,0.061109606722819336,1.0,0.0,1.0,1.0
150,307200,353.33659820481427,838,0.8235294117647058,0.3812200410828153,0.0,1.0,140.52941176470588,87.30751443103031,24.0,342.0,1.7996715158224106,0.41816558316349983,-0.0045503049332182854,0.00911427428945899,0.087785203143313,1.0,0.0,1.0,1.0
151,309248,362.29360303141254,844,0.9411764705882353,0.23529411764705885,0.0,1.0,104.29411764705883,106.82463072767351,17.0,475.0,1.8408349305391312,0.39089640229940414,-0.004479126393562183,0.008818291244097054,0.06732296885849345,1.0,0.0,1.0,1.0
152,311296,361.46559686062005,849,1.0,0.0,1.0,1.0,144.75,109.89057056908932,48.0,536.0,1.8346816897392273,0.3878488689661026,0.014926739502698183,0.0066084551508538425,0.05497279643454367,1.0,0.0,1.0,1.0
153,313344,365.0604250576664,855,0.9375,0.24206145913796356,0.0,1.0,88.6875,40.567411104851146,26.0,165.0,1.8353877663612366,0.38391732051968575,-0.015195500753179658,0.008126424625515938,0.06123925786194802,1.0,0.0,1.0,1.0
